,x,y,z,Activity
1611,5.736641,-1.6696537,11.780138,WALKING_UPSTAIRS
1612,5.361699,-1.1366053,11.288628,WALKING_UPSTAIRS
1613,5.3201485,-0.96214557,11.072939,WALKING_UPSTAIRS
1614,5.2614155,-1.1469758,11.14953,WALKING_UPSTAIRS
1615,4.7715306,6.647204,3.3158014,WALKING_UPSTAIRS
1616,3.5759082,3.3397858,5.946767,WALKING_UPSTAIRS
1617,5.347903,-1.3093442,11.280535,WALKING_UPSTAIRS
1618,4.7778716,-1.0908592,10.88669,WALKING_UPSTAIRS
1619,5.0739474,-0.8291486,10.841099,WALKING_UPSTAIRS
1620,5.349274,-1.0723168,11.181386,WALKING_UPSTAIRS
1621,5.345323,-1.1012247,11.237228,WALKING_UPSTAIRS
1622,5.4849625,-1.3273151,11.5291605,WALKING_UPSTAIRS
1623,-3.4564216,-16.263273,-0.19102865,STANDING
1624,-7.687724,-21.561308,-9.073985,STANDING
1625,-5.952292,-17.696552,-6.710509,STANDING
1626,-6.145082,-15.966367,0.7047328,STANDING
1627,-6.095772,-21.720139,-8.698012,STANDING
1628,-3.1152916,-16.288336,-5.4082785,STANDING
1629,-3.2321992,-15.836993,-6.289527,STANDING
1630,-2.9634216,-16.16162,-5.357821,STANDING
1631,-3.1893253,-15.757692,-6.1897035,STANDING
1632,-3.291712,-15.529942,-6.6946893,STANDING
1633,-6.2873507,-22.050531,-8.48919,STANDING
1634,-3.2771018,-15.645165,-6.546645,STANDING
1635,-6.017312,-21.42244,-7.6302958,STANDING
1636,-3.6634152,-11.56045,8.300881,STANDING
1637,-4.370628,-9.213652,10.152962,STANDING
1638,2.4365153,-13.510164,-4.0625725,STANDING
1639,2.748847,-15.152964,-6.010454,STANDING
1640,2.6778219,-15.128255,-6.0145016,STANDING
1641,3.186935,-16.185873,-7.1143084,STANDING
1642,1.134532,-12.720607,-2.5678065,STANDING
1643,-4.501218,-17.713394,5.038871,STANDING
1644,2.564999,-14.969633,-5.9352393,STANDING
1645,-8.49965,-1.6391406,13.28548,SITTING
1646,-12.473555,-1.7670096,13.771815,SITTING
1647,-12.608372,-1.8081146,13.645225,SITTING
1648,-14.991903,-2.3323126,11.194554,SITTING
1649,-16.142275,-2.5523093,10.455041,SITTING
1650,-14.791709,-2.266899,11.367577,SITTING
1651,-14.055728,-2.0484898,12.00799,SITTING
1652,-14.029222,-2.0562057,12.015373,SITTING
1653,-8.546902,-2.3431997,11.308903,SITTING
1654,-10.098308,-7.1947546,7.783134,SITTING
1655,-11.9806595,-7.82073,3.968972,SITTING
1656,-10.366438,-7.359937,7.3111205,SITTING
1657,-12.423657,-7.8359184,3.5061796,SITTING
1658,-15.281773,-7.7711062,0.4125692,SITTING
1659,-14.16539,-7.7057786,1.6319451,SITTING
1660,-12.598198,-7.831477,3.365524,SITTING
1661,-11.236042,-7.6562376,5.745459,SITTING
1662,-17.689651,-7.8599243,-1.3266704,SITTING
1663,-11.163237,-7.5867825,6.05525,SITTING
1664,-12.412808,-7.8356156,3.672668,SITTING
1665,-11.920782,-7.829777,4.4556007,SITTING
1666,-9.771212,-6.62646,9.059321,SITTING
1667,-7.1403694,12.986008,-4.087672,LAYING
1668,-9.703646,10.110435,-5.7040424,LAYING
1669,-10.222241,9.406276,-5.979557,LAYING
1670,-11.089083,8.308899,-7.2664137,LAYING
1671,-15.282163,5.8343835,-10.725629,LAYING
1672,-14.302773,6.4136057,-9.279946,LAYING
1673,-16.570194,4.865581,-11.858245,LAYING
1674,-17.11716,3.734495,-12.898655,LAYING
1675,-17.004473,4.0877156,-12.524699,LAYING
1676,-16.906055,4.3050876,-12.334159,LAYING
1677,-14.553504,6.191286,-9.6521435,LAYING
1678,-16.587542,4.8164954,-11.883891,LAYING
1679,-16.745554,4.5775967,-12.09518,LAYING
1680,-9.169437,13.552964,-4.975773,LAYING
1681,-9.521185,10.7056265,-6.4715285,LAYING
1682,-15.013488,6.3714004,-12.959727,LAYING
1683,-16.095222,5.1908545,-14.797696,LAYING
1684,-15.875226,5.752963,-14.4335985,LAYING
1685,-13.652504,7.028264,-11.164098,LAYING
1686,-13.314598,7.10807,-10.782365,LAYING
1687,-15.85315,5.78247,-14.395279,LAYING
1688,-15.903509,5.685188,-14.467427,LAYING
1689,-16.005907,5.442124,-14.627607,LAYING
1690,-16.007128,5.4411573,-14.630367,LAYING
1691,-15.938885,5.6076217,-14.517286,LAYING
1692,5.806307,-2.206621,-5.049851,WALKING
1693,11.372158,-0.8358117,-10.778147,WALKING
1694,12.210735,-1.0162959,-11.4732065,WALKING
1695,11.815833,-0.9924433,-11.081071,WALKING
1696,11.27266,-1.0145307,-10.572972,WALKING
1697,11.225828,-1.0542535,-10.498287,WALKING
1698,17.867405,-3.6436582,-9.212673,WALKING
1699,11.189417,0.20015769,-10.929907,WALKING
1700,11.727272,-0.009052106,-11.289893,WALKING
1701,11.784143,-0.1074258,-11.319058,WALKING
1702,11.4712925,0.45778787,-11.145725,WALKING
1703,11.667661,-0.20704289,-11.195865,WALKING
1704,11.707151,-0.7056011,-11.071502,WALKING
1705,16.16113,-2.2932775,-10.410502,WALKING
1706,11.722825,0.109636016,-11.332534,WALKING
1707,11.207673,0.53232515,-11.035263,WALKING
1708,11.268844,-0.79318106,-10.732732,WALKING
1709,11.805331,0.5139857,-11.214973,WALKING
1710,11.466241,1.717673,-11.084316,WALKING
1711,11.479342,1.2765098,-11.12585,WALKING
1712,11.620763,0.6266023,-11.22746,WALKING
1713,11.1989,0.70325494,-11.069523,WALKING
1714,12.0679455,-1.104756,-11.32483,WALKING
1715,7.3177204,-0.9937912,-7.2403865,WALKING
1716,5.363485,4.7209477,-2.2604313,WALKING_DOWNSTAIRS
1717,4.743717,4.4614744,-2.7208953,WALKING_DOWNSTAIRS
1718,-1.1216794,4.2994423,-6.51174,WALKING_DOWNSTAIRS
1719,10.551105,9.693383,-9.722046,WALKING_DOWNSTAIRS
1720,0.4485777,4.244678,-7.8758607,WALKING_DOWNSTAIRS
1721,0.5412163,4.3153963,-7.850092,WALKING_DOWNSTAIRS
1722,4.731805,4.4395747,-2.700762,WALKING_DOWNSTAIRS
1723,7.6680245,8.866765,-14.667286,WALKING_DOWNSTAIRS
1724,6.347745,8.7686,-15.331701,WALKING_DOWNSTAIRS
1725,7.888399,7.454695,-16.204887,WALKING_DOWNSTAIRS
1726,7.8897004,7.443821,-16.259089,WALKING_DOWNSTAIRS
1727,7.9351683,7.4763017,-16.165403,WALKING_DOWNSTAIRS
1728,-1.2396586,3.0687833,-7.136386,WALKING_DOWNSTAIRS
1729,-1.174693,3.0186193,-7.093158,WALKING_DOWNSTAIRS
1730,-1.1941233,2.8795307,-7.198456,WALKING_DOWNSTAIRS
1731,-1.0132536,3.9689522,-6.5162954,WALKING_DOWNSTAIRS
1732,6.968745,8.5789995,-14.510196,WALKING_DOWNSTAIRS
1733,8.008288,9.133698,-14.135851,WALKING_DOWNSTAIRS
1734,-0.99941623,3.9309587,-6.413174,WALKING_DOWNSTAIRS
1735,-0.78608155,3.482717,-6.3065624,WALKING_DOWNSTAIRS
1736,7.809681,14.852321,8.634121,WALKING_UPSTAIRS
1737,10.112929,13.85448,9.238435,WALKING_UPSTAIRS
1738,3.4354036,0.10943452,0.5104035,WALKING_UPSTAIRS
1739,9.934184,14.0574875,8.92323,WALKING_UPSTAIRS
1740,2.4394932,1.1640222,-1.0468597,WALKING_UPSTAIRS
1741,2.3797133,1.150016,-1.0155882,WALKING_UPSTAIRS
1742,10.506458,13.489961,9.987808,WALKING_UPSTAIRS
1743,7.7984138,14.868439,8.633171,WALKING_UPSTAIRS
1744,9.66982,14.322601,8.570019,WALKING_UPSTAIRS
1745,2.037906,1.3266522,-0.9609146,WALKING_UPSTAIRS
1746,9.404979,14.669472,7.9696403,WALKING_UPSTAIRS
1747,2.491607,-0.29836085,-1.1631072,WALKING_UPSTAIRS
1748,2.1420212,0.08619768,-0.6793756,WALKING_UPSTAIRS
1749,2.470814,0.03568103,0.038948998,WALKING_UPSTAIRS
1750,7.8936906,14.869501,8.570447,WALKING_UPSTAIRS
1751,9.290467,14.77888,7.8162317,WALKING_UPSTAIRS
1752,1.3883059,1.5131489,-0.8431208,WALKING_UPSTAIRS
1753,9.246004,14.836825,7.681839,WALKING_UPSTAIRS
1754,1.7449427,1.4739691,-0.9292138,WALKING_UPSTAIRS
1755,2.1660392,0.14267418,-0.37509504,WALKING_UPSTAIRS
1756,1.5424747,1.461196,-0.838683,WALKING_UPSTAIRS
1757,-7.190309,-12.006676,10.372571,STANDING
1758,-6.222265,-9.308158,11.111473,STANDING
1759,-6.521515,-16.966913,3.3587682,STANDING
1760,-5.6002793,-23.57156,-0.42538264,STANDING
1761,-6.53456,-16.960163,3.911033,STANDING
1762,-5.662171,-20.990973,2.4282885,STANDING
1763,-6.1177053,-24.498692,-1.2886087,STANDING
1764,-6.3929667,-24.701765,-1.631792,STANDING
1765,-5.3614945,-22.86715,0.17922324,STANDING
1766,-5.314803,-22.90378,0.29956445,STANDING
1767,-8.219511,-25.376263,-3.0013952,STANDING
1768,-5.7005715,-20.81284,2.597394,STANDING
1769,-7.768796,-25.257061,-2.7215881,STANDING
1770,-5.374637,-23.20026,0.10455595,STANDING
1771,-5.628575,-21.042315,2.4592087,STANDING
1772,-5.40281,-23.29564,0.023397345,STANDING
1773,3.5896351,-0.6834563,17.510693,STANDING
1774,-3.19862,-8.445704,15.09496,STANDING
1775,-0.48196155,-17.062534,8.722981,STANDING
1776,2.2929678,-20.713573,6.3382263,STANDING
1777,0.0955658,-19.360218,7.4900947,STANDING
1778,-0.49245027,-18.088478,8.060827,STANDING
1779,3.2554722,-21.984076,5.308489,STANDING
1780,2.3448236,-21.591347,5.8415856,STANDING
1781,-0.013173863,-19.386171,7.458338,STANDING
1782,-2.478617,-14.839087,8.2441435,STANDING
1783,-2.8885078,-11.165094,10.8486395,STANDING
1784,-2.560067,-14.885234,8.150113,STANDING
1785,-0.16695854,-19.323645,7.4373417,STANDING
1786,3.1360192,-22.105602,5.261633,STANDING
1787,2.2012804,-21.70922,5.7244763,STANDING
1788,0.08981146,-20.082277,7.0373907,STANDING
1789,-7.4734845,-2.4323177,13.454628,SITTING
1790,-12.178075,-4.2258916,9.963224,SITTING
1791,-12.907164,-5.1105375,7.533199,SITTING
1792,-17.863718,-4.7349873,2.4578931,SITTING
1793,-18.027115,-4.7253036,2.384187,SITTING
1794,-12.060935,-4.2375865,10.072949,SITTING
1795,-11.30989,-3.538155,12.8888035,SITTING
1796,-12.1506405,-4.3171344,9.878884,SITTING
1797,-12.051365,-4.234195,10.088461,SITTING
1798,-12.802866,-4.903481,8.257025,SITTING
1799,-17.962574,-4.704465,2.4319775,SITTING
1800,-6.177833,-7.2846236,14.397616,SITTING
1801,-6.470857,-8.357441,11.771148,SITTING
1802,-6.458256,-8.564352,11.300196,SITTING
1803,-8.539207,-13.724374,1.9365618,SITTING
1804,-8.45463,-13.515035,2.074845,SITTING
1805,-8.045425,-12.921372,2.5467014,SITTING
1806,-8.388698,-13.361973,2.1790562,SITTING
1807,-8.1216135,-12.994645,2.481452,SITTING
1808,-11.133892,-17.205235,-4.594896,SITTING
1809,-11.06177,-16.80194,-4.711588,SITTING
1810,-9.659441,-14.641206,-1.9694545,SITTING
1811,-9.323212,-13.987988,-2.4928904,SITTING
1812,-8.493246,-10.754401,1.28938,SITTING
1813,-10.035938,11.200979,1.2991593,LAYING
1814,-14.609089,9.83817,4.4192066,LAYING
1815,-20.107222,5.9999924,2.4201818,LAYING
1816,-20.153137,6.0113616,2.4202802,LAYING
1817,-20.035864,6.087122,2.4400327,LAYING
1818,-14.462405,9.802219,4.227995,LAYING
1819,-12.990691,11.545089,5.9761715,LAYING
1820,-14.909473,9.132797,3.3569696,LAYING
1821,-13.005262,11.3702755,6.0129323,LAYING
1822,-12.30708,12.681371,7.6837387,LAYING
1823,-13.231068,14.311032,8.878223,LAYING
1824,-13.305545,14.102076,8.7590475,LAYING
1825,-13.482783,14.613603,8.889584,LAYING
1826,-9.896706,11.456863,1.3804393,LAYING
1827,-18.158203,8.874507,2.4497933,LAYING
1828,-12.967216,13.101028,5.3221254,LAYING
1829,-13.157299,16.054192,7.4971333,LAYING
1830,-13.236077,14.1342945,6.215243,LAYING
1831,-13.211662,15.942674,7.186864,LAYING
1832,-13.276979,15.370112,6.738721,LAYING
1833,-13.284809,14.92992,6.444105,LAYING
1834,-13.170465,16.203474,7.374153,LAYING
1835,-13.221225,15.895813,7.1073174,LAYING
1836,-13.1637945,16.231182,7.408969,LAYING
1837,-13.246612,15.74726,6.99549,LAYING
1838,-13.200523,16.05314,7.2612553,LAYING
1839,-13.240344,15.812565,7.0550585,LAYING
1840,-13.250415,14.146714,5.9890304,LAYING
1841,-13.180777,16.172205,7.3560886,LAYING
1842,12.075568,17.065828,4.052967,WALKING
1843,10.712009,17.953016,2.697518,WALKING
1844,10.551086,18.044218,2.630713,WALKING
1845,10.636933,18.056555,2.5221906,WALKING
1846,11.824817,17.663843,2.3826034,WALKING
1847,11.07099,17.865137,2.6673017,WALKING
1848,10.962509,17.840097,2.8793192,WALKING
1849,11.570189,17.536976,3.2362847,WALKING
1850,11.64822,17.480097,3.3134608,WALKING
1851,11.658485,17.525824,3.136326,WALKING
1852,11.824172,17.466026,3.0832298,WALKING
1853,0.6322352,6.157089,15.073878,WALKING
1854,12.070363,17.001362,4.2372227,WALKING
1855,11.476941,17.662144,2.9583251,WALKING
1856,11.646663,17.648008,2.7164116,WALKING
1857,12.27005,17.296524,3.1870437,WALKING
1858,11.941147,17.085907,4.1163616,WALKING
1859,11.73134,17.378342,3.456876,WALKING
1860,11.411966,17.745373,2.6305962,WALKING
1861,11.230831,17.740871,2.9136937,WALKING
1862,11.489428,17.688593,2.6854784,WALKING
1863,11.079536,17.680143,3.1664176,WALKING
1864,11.310717,17.672348,2.9812245,WALKING
1865,0.79266775,6.2673717,15.010456,WALKING
1866,1.242405,12.063075,-0.07595638,WALKING_DOWNSTAIRS
1867,-2.9834208,5.203425,-2.945554,WALKING_DOWNSTAIRS
1868,-3.0162733,5.236505,-2.7568622,WALKING_DOWNSTAIRS
1869,-3.1924906,5.528183,-3.1433642,WALKING_DOWNSTAIRS
1870,-3.291434,5.5328217,-3.2130115,WALKING_DOWNSTAIRS
1871,2.6798067,15.422683,0.45827714,WALKING_DOWNSTAIRS
1872,10.429224,17.809212,3.244039,WALKING_DOWNSTAIRS
1873,-0.29730088,3.4635837,-2.3039165,WALKING_DOWNSTAIRS
1874,-0.33195335,3.355258,-2.524177,WALKING_DOWNSTAIRS
1875,-0.3354673,3.268596,-2.5830975,WALKING_DOWNSTAIRS
1876,-0.3097418,3.405294,-2.36695,WALKING_DOWNSTAIRS
1877,1.4886423,12.148412,0.5742469,WALKING_DOWNSTAIRS
1878,3.1972091,15.455323,0.4780148,WALKING_DOWNSTAIRS
1879,1.3228787,12.189464,0.39670938,WALKING_DOWNSTAIRS
1880,3.1669703,15.896385,2.0361867,WALKING_DOWNSTAIRS
1881,-3.5773184,6.9987288,-3.7610538,WALKING_DOWNSTAIRS
1882,-3.6422372,7.209694,-3.7259922,WALKING_DOWNSTAIRS
1883,3.9011943,15.512873,0.69731176,WALKING_DOWNSTAIRS
1884,4.072984,9.635216,16.29084,WALKING_UPSTAIRS
1885,11.997749,17.597797,2.1660292,WALKING_UPSTAIRS
1886,0.66762614,8.908122,16.119627,WALKING_UPSTAIRS
1887,3.2705576,10.078497,15.477871,WALKING_UPSTAIRS
1888,0.16320503,8.607842,17.977243,WALKING_UPSTAIRS
1889,0.43996236,7.9838185,17.836432,WALKING_UPSTAIRS
1890,2.1097038,7.751857,18.05345,WALKING_UPSTAIRS
1891,1.3704301,7.652751,18.260445,WALKING_UPSTAIRS
1892,0.0067543983,9.57677,18.098564,WALKING_UPSTAIRS
1893,0.21676868,8.683638,18.057789,WALKING_UPSTAIRS
1894,0.41025236,9.861415,17.26493,WALKING_UPSTAIRS
1895,1.3225963,10.229515,16.568975,WALKING_UPSTAIRS
1896,0.18166237,8.732971,17.682266,WALKING_UPSTAIRS
1897,0.8290855,9.76438,16.464186,WALKING_UPSTAIRS
1898,4.3242292,9.9593935,15.790234,WALKING_UPSTAIRS
1899,3.28685,9.870808,15.905144,WALKING_UPSTAIRS
1900,0.8085027,9.649669,16.653572,WALKING_UPSTAIRS
1901,3.7625117,9.318583,16.021593,WALKING_UPSTAIRS
1902,0.52739006,8.163173,17.725063,WALKING_UPSTAIRS
1903,4.371877,9.816189,16.015009,WALKING_UPSTAIRS
1904,1.4198638,-11.195461,-12.407844,STANDING
1905,-1.6604296,-9.350783,-10.736181,STANDING
1906,-1.7399256,-9.250054,-10.348365,STANDING
1907,-6.7497253,-7.5958796,-3.608137,STANDING
1908,-1.6680696,-9.331667,-10.701035,STANDING
1909,-5.2567186,-7.6424294,2.2982697,STANDING
1910,-6.889716,-6.66577,13.137928,STANDING
1911,-5.653557,-7.973983,7.252178,STANDING
1912,0.10619214,-12.946743,-13.828688,STANDING
1913,-6.8007345,-7.63486,-3.5453193,STANDING
1914,-5.1145864,-7.6206913,2.1460373,STANDING
1915,-2.935569,-11.2080145,1.5051132,STANDING
1916,-1.129864,-10.357004,-9.247209,STANDING
1917,-1.9554648,-9.864979,-0.34841737,STANDING
1918,-0.96576685,-11.625226,-11.054646,STANDING
1919,-1.2104377,-10.671232,-9.797021,STANDING
1920,-1.2083023,-10.343151,-9.1423025,STANDING
1921,-1.2059894,-10.305224,-9.040699,STANDING
1922,0.2659644,-13.277554,-12.854164,STANDING
1923,0.2964208,-13.30428,-12.907316,STANDING
1924,-1.1677263,-10.611871,-9.678096,STANDING
1925,-8.429967,-3.3540776,12.179164,SITTING
1926,-13.942676,-5.664489,7.9669933,SITTING
1927,-16.205103,-7.113193,2.8847656,SITTING
1928,-16.642721,-7.197669,2.3631544,SITTING
1929,-19.618706,-7.382971,-0.18648744,SITTING
1930,-19.522509,-7.400741,-0.12693319,SITTING
1931,-16.314981,-7.14494,2.7717493,SITTING
1932,-16.685987,-7.2176957,2.3459852,SITTING
1933,-16.717972,-7.229086,2.306742,SITTING
1934,-16.542093,-7.187277,2.4936478,SITTING
1935,-18.792526,-7.544669,0.27083287,SITTING
1936,-15.955019,-7.0320954,3.2565627,SITTING
1937,-16.750957,-7.234746,2.294464,SITTING
1938,-15.6404915,-6.868606,3.9776459,SITTING
1939,-10.130752,-5.089822,4.484143,SITTING
1940,-7.566871,-8.841462,3.4848275,SITTING
1941,-7.739884,-8.756313,3.4706817,SITTING
1942,-11.396995,-8.03938,-4.919496,SITTING
1943,-7.8774343,-8.489165,4.8406305,SITTING
1944,-11.772918,-8.107409,-5.4007654,SITTING
1945,-11.186244,-8.012411,-4.508582,SITTING
1946,-12.017481,-8.140313,-5.6029058,SITTING
1947,-9.486579,-8.120065,-2.0917892,SITTING
1948,-9.022017,-8.439374,-0.42770112,SITTING
1949,-8.933031,-8.561154,0.060874216,SITTING
1950,-13.182932,-8.307525,-6.526782,SITTING
1951,-8.097769,10.705359,-9.431308,LAYING
1952,-7.756255,11.666723,-8.021361,LAYING
1953,-7.6370325,11.979216,-7.425819,LAYING
1954,-7.2852497,10.514626,-12.329886,LAYING
1955,-6.5449715,10.119589,-15.784275,LAYING
1956,-6.66631,10.0849905,-15.351855,LAYING
1957,-7.1558847,10.378414,-13.082214,LAYING
1958,-6.6107755,10.08683,-15.560762,LAYING
1959,-6.288263,10.251026,-16.673565,LAYING
1960,-6.531061,10.12135,-15.834538,LAYING
1961,-6.3122487,10.237276,-16.591505,LAYING
1962,-6.6756215,10.090509,-15.308556,LAYING
1963,-6.7174973,10.088596,-15.148854,LAYING
1964,-7.1744895,10.403402,-12.968166,LAYING
1965,-7.5376153,12.203785,-7.26963,LAYING
1966,-7.661881,11.901159,-7.604171,LAYING
1967,-7.591526,11.066211,-10.404416,LAYING
1968,-6.39253,10.27064,-16.241665,LAYING
1969,-6.547746,10.22243,-15.686825,LAYING
1970,-6.3759427,10.272108,-16.311058,LAYING
1971,-6.097024,10.475562,-17.2376,LAYING
1972,-6.349832,10.283214,-16.400537,LAYING
1973,-6.311804,10.301028,-16.536392,LAYING
1974,-6.793719,10.219681,-14.747435,LAYING
1975,-6.2688317,10.324723,-16.687012,LAYING
1976,-7.035688,10.390956,-13.602813,LAYING
1977,-6.7956157,10.224084,-14.741734,LAYING
1978,-6.0588965,10.529103,-17.345526,LAYING
1979,-6.6138453,10.223438,-15.436065,LAYING
1980,-6.127412,10.404321,-17.17929,LAYING
1981,19.867548,-7.4249353,0.19016412,WALKING
1982,18.626043,-6.8347597,-1.1377335,WALKING
1983,19.16024,-5.294455,-1.0543407,WALKING
1984,18.057936,-6.5974913,-1.5231783,WALKING
1985,18.717905,-7.403362,-1.1540511,WALKING
1986,18.633667,-7.55102,-0.9980253,WALKING
1987,19.014866,-7.4027944,-0.4697706,WALKING
1988,19.53481,-7.2088776,0.0027729003,WALKING
1989,19.943642,-6.930304,0.27371296,WALKING
1990,20.888588,-6.7546525,0.9552309,WALKING
1991,22.164286,-6.744591,1.0800966,WALKING
1992,20.372972,-7.1561985,0.6739526,WALKING
1993,20.709074,-6.931077,0.8737141,WALKING
1994,20.942596,-6.7875934,0.9604351,WALKING
1995,20.71002,-6.832745,0.84721184,WALKING
1996,20.942806,-6.7262015,0.95821244,WALKING
1997,20.281324,-7.2304144,0.6032829,WALKING
1998,21.168842,-6.547796,1.0696648,WALKING
1999,19.969786,-5.2830634,0.090023115,WALKING
2000,19.160192,-5.378766,-0.6528901,WALKING
2001,19.029762,-5.4355993,-0.6304214,WALKING
2002,18.553791,-5.4843745,-0.66609347,WALKING
2003,18.862387,-5.3127613,-0.6164702,WALKING
2004,19.000137,-7.225039,-0.62357247,WALKING
2005,19.665842,-7.490897,-0.04501747,WALKING
2006,18.251976,-6.19337,-1.334926,WALKING
2007,20.046764,-7.412822,0.3932109,WALKING
2008,19.98294,-7.4392323,0.3533465,WALKING
2009,20.166119,-7.291527,0.47924688,WALKING
2010,5.788079,6.397396,-2.1909063,WALKING_DOWNSTAIRS
2011,6.4850583,13.743704,-4.549227,WALKING_DOWNSTAIRS
2012,2.9000485,11.522438,-5.533028,WALKING_DOWNSTAIRS
2013,4.549454,8.608331,-3.9562635,WALKING_DOWNSTAIRS
2014,7.7383413,13.896311,-3.424208,WALKING_DOWNSTAIRS
2015,6.4750147,14.712915,-4.8167925,WALKING_DOWNSTAIRS
2016,11.071384,18.538467,-4.5058246,WALKING_DOWNSTAIRS
2017,6.818531,14.984738,-5.2027106,WALKING_DOWNSTAIRS
2018,10.928868,18.941528,-4.3983235,WALKING_DOWNSTAIRS
2019,5.8904853,15.039208,-6.445801,WALKING_DOWNSTAIRS
2020,5.55662,14.873664,-6.4882603,WALKING_DOWNSTAIRS
2021,6.763071,15.226067,-5.9087567,WALKING_DOWNSTAIRS
2022,11.498617,18.374886,-3.9825985,WALKING_DOWNSTAIRS
2023,11.574521,18.25503,-4.042898,WALKING_DOWNSTAIRS
2024,5.72322,13.473699,-5.0499754,WALKING_DOWNSTAIRS
2025,11.3112545,18.344395,-4.188812,WALKING_DOWNSTAIRS
2026,4.557646,8.661221,-3.8675416,WALKING_DOWNSTAIRS
2027,7.454002,14.039256,-3.789026,WALKING_DOWNSTAIRS
2028,2.0219398,12.749971,-5.394545,WALKING_DOWNSTAIRS
2029,6.373028,14.987821,-5.3680916,WALKING_DOWNSTAIRS
2030,11.063785,18.679535,-4.273633,WALKING_DOWNSTAIRS
2031,10.985173,18.827778,-4.234766,WALKING_DOWNSTAIRS
2032,19.843805,7.4851637,4.450581,WALKING_UPSTAIRS
2033,19.633732,6.460547,5.524051,WALKING_UPSTAIRS
2034,19.61746,6.7168555,6.0026946,WALKING_UPSTAIRS
2035,19.40977,7.3774705,5.161639,WALKING_UPSTAIRS
2036,19.481386,8.080976,5.555177,WALKING_UPSTAIRS
2037,19.452868,7.154634,4.6543465,WALKING_UPSTAIRS
2038,19.571337,7.61236,4.719937,WALKING_UPSTAIRS
2039,19.650528,7.6380553,4.6898866,WALKING_UPSTAIRS
2040,20.081026,7.0789127,4.158571,WALKING_UPSTAIRS
2041,19.725302,7.2148266,4.592271,WALKING_UPSTAIRS
2042,19.526064,7.2789974,6.177557,WALKING_UPSTAIRS
2043,19.703848,6.059661,5.6136556,WALKING_UPSTAIRS
2044,19.557716,6.9556065,6.054289,WALKING_UPSTAIRS
2045,19.603764,4.1832685,4.872008,WALKING_UPSTAIRS
2046,19.684725,5.4233193,5.2569637,WALKING_UPSTAIRS
2047,18.961784,8.460228,6.6528907,WALKING_UPSTAIRS
2048,19.26193,7.8176484,6.373201,WALKING_UPSTAIRS
2049,5.7646403,5.5886106,0.6241663,WALKING_UPSTAIRS
2050,19.550716,6.3903074,4.879224,WALKING_UPSTAIRS
2051,19.621777,6.013761,5.1025543,WALKING_UPSTAIRS
2052,19.212818,8.171646,6.1188745,WALKING_UPSTAIRS
2053,19.352367,7.917015,5.9256377,WALKING_UPSTAIRS
2054,19.48301,5.907751,4.792367,WALKING_UPSTAIRS
2055,19.484161,5.9816628,4.8293924,WALKING_UPSTAIRS
2056,19.239393,7.9556103,5.8291783,WALKING_UPSTAIRS
2057,19.54181,7.2320585,5.902444,WALKING_UPSTAIRS
2058,-2.2724314,-10.489775,1.1103611,STANDING
2059,-2.3373492,-10.4327345,1.0836178,STANDING
2060,0.024044584,-11.649212,-6.6740828,STANDING
2061,2.0158963,-16.419525,-11.119058,STANDING
2062,0.385545,-13.963955,-9.235573,STANDING
2063,2.231097,-16.930824,-11.381272,STANDING
2064,0.24143599,-13.856978,-9.170975,STANDING
2065,-0.2712839,-12.599454,-7.567235,STANDING
2066,0.38433877,-14.091349,-9.48151,STANDING
2067,0.44943348,-14.283865,-9.629954,STANDING
2068,0.17892715,-13.918112,-9.169678,STANDING
2069,0.31154162,-14.207048,-9.53571,STANDING
2070,1.9438143,-16.599157,-11.302695,STANDING
2071,-0.253051,-11.503586,-5.749609,STANDING
2072,-4.409275,-8.430268,9.9905615,STANDING
2073,-3.7935119,-10.47094,6.337723,STANDING
2074,-0.66545534,-10.647422,-2.1688902,STANDING
2075,2.215188,-16.069471,-10.723063,STANDING
2076,0.29086542,-12.650333,-7.3443184,STANDING
2077,2.257424,-16.288433,-10.78806,STANDING
2078,0.41464403,-12.943233,-7.569267,STANDING
2079,0.24583791,-12.604547,-7.3201284,STANDING
2080,0.79871887,-13.907354,-8.816657,STANDING
2081,0.41225883,-12.555617,-7.2608685,STANDING
2082,3.3358636,-17.788115,-10.955441,STANDING
2083,-0.6885721,-10.70569,-2.1660845,STANDING
2084,-9.409219,-4.1849966,12.483384,SITTING
2085,-14.481215,-5.955447,8.049286,SITTING
2086,-17.031992,-8.173315,4.0262027,SITTING
2087,-18.604712,-8.550767,3.2075005,SITTING
2088,-18.568405,-8.54302,3.2289584,SITTING
2089,-16.56734,-8.007254,4.471198,SITTING
2090,-16.127752,-7.7715454,4.943306,SITTING
2091,-18.509113,-8.5109625,3.2620826,SITTING
2092,-17.984598,-8.413441,3.5303757,SITTING
2093,-15.791372,-7.5154924,5.359597,SITTING
2094,-18.71223,-8.55449,3.1354554,SITTING
2095,-17.40591,-8.279711,3.8274643,SITTING
2096,-16.252827,-7.840139,4.790571,SITTING
2097,-16.582102,-8.008849,4.4725986,SITTING
2098,-17.042877,-8.179313,4.0920334,SITTING
2099,-6.481363,-10.839858,3.691834,SITTING
2100,-7.102487,-11.40383,2.6367426,SITTING
2101,-6.452764,-10.513053,4.607062,SITTING
2102,-5.937269,-11.349002,-4.4049473,SITTING
2103,-6.1579957,-12.024497,-7.498203,SITTING
