,x,y,Activity
1567,15.765898,9.654025,WALKING
1568,24.412432,36.607586,WALKING
1569,25.46212,36.457245,WALKING
1570,25.20868,36.43362,WALKING
1571,24.133684,36.237835,WALKING
1572,16.241356,9.641073,WALKING
1573,16.537024,9.96689,WALKING
1574,24.209286,36.233665,WALKING
1575,15.28234,4.6726346,WALKING
1576,6.640744,44.788223,WALKING_DOWNSTAIRS
1577,6.742485,44.38861,WALKING_DOWNSTAIRS
1578,13.951232,43.243053,WALKING_DOWNSTAIRS
1579,14.006728,43.1279,WALKING_DOWNSTAIRS
1580,8.433284,42.037384,WALKING_DOWNSTAIRS
1581,6.4118323,46.29819,WALKING_DOWNSTAIRS
1582,6.579176,45.09859,WALKING_DOWNSTAIRS
1583,7.604983,48.05943,WALKING_DOWNSTAIRS
1584,9.129469,47.87744,WALKING_DOWNSTAIRS
1585,12.099297,55.88759,WALKING_DOWNSTAIRS
1586,8.77102,41.37473,WALKING_DOWNSTAIRS
1587,8.781677,41.40556,WALKING_DOWNSTAIRS
1588,5.3990498,40.670216,WALKING_DOWNSTAIRS
1589,7.2338233,42.390137,WALKING_DOWNSTAIRS
1590,5.9930196,58.13962,WALKING_DOWNSTAIRS
1591,12.195956,55.820427,WALKING_DOWNSTAIRS
1592,11.968327,55.411568,WALKING_DOWNSTAIRS
1593,7.1201572,42.428696,WALKING_DOWNSTAIRS
1594,0.05839021,46.574005,WALKING_DOWNSTAIRS
1595,6.8255258,42.792706,WALKING_DOWNSTAIRS
1596,8.984806,47.511257,WALKING_DOWNSTAIRS
1597,9.477815,48.369484,WALKING_DOWNSTAIRS
1598,47.080944,29.08126,WALKING_UPSTAIRS
1599,53.911087,5.9595823,WALKING_UPSTAIRS
1600,58.23491,7.0302258,WALKING_UPSTAIRS
1601,66.64794,18.946047,WALKING_UPSTAIRS
1602,66.70269,19.135693,WALKING_UPSTAIRS
1603,67.42805,16.445824,WALKING_UPSTAIRS
1604,66.76584,16.242609,WALKING_UPSTAIRS
1605,57.357643,7.481245,WALKING_UPSTAIRS
1606,68.16065,16.601925,WALKING_UPSTAIRS
1607,57.098248,10.548319,WALKING_UPSTAIRS
1608,68.00846,44.57962,WALKING_UPSTAIRS
1609,67.89112,44.354115,WALKING_UPSTAIRS
1610,57.7798,8.8068905,WALKING_UPSTAIRS
1611,58.392807,6.4888663,WALKING_UPSTAIRS
1612,57.94502,7.0035686,WALKING_UPSTAIRS
1613,57.781567,7.305692,WALKING_UPSTAIRS
1614,58.178173,7.323915,WALKING_UPSTAIRS
1615,40.48929,41.602318,WALKING_UPSTAIRS
1616,52.858353,17.33713,WALKING_UPSTAIRS
1617,58.519672,7.230181,WALKING_UPSTAIRS
1618,58.266838,7.995098,WALKING_UPSTAIRS
1619,57.72395,7.7402253,WALKING_UPSTAIRS
1620,58.05995,7.25037,WALKING_UPSTAIRS
1621,58.13859,7.2088966,WALKING_UPSTAIRS
1622,58.397438,6.8086853,WALKING_UPSTAIRS
1623,-17.896597,-51.41086,STANDING
1624,-10.988279,-80.9899,STANDING
1625,2.7303214,-71.48017,STANDING
1626,-10.406114,-47.308014,STANDING
1627,-8.374756,-80.413956,STANDING
1628,0.8935342,-66.06176,STANDING
1629,1.486003,-67.28872,STANDING
1630,0.834784,-66.04607,STANDING
1631,1.5238736,-67.08551,STANDING
1632,1.8815769,-67.72713,STANDING
1633,-8.636778,-80.41167,STANDING
1634,1.7205858,-67.59167,STANDING
1635,-7.5493393,-80.53534,STANDING
1636,-21.216942,-25.73324,STANDING
1637,-24.623308,-19.994442,STANDING
1638,13.061863,-59.01083,STANDING
1639,16.326637,-61.446033,STANDING
1640,16.305244,-61.50943,STANDING
1641,19.052122,-61.98251,STANDING
1642,9.333271,-57.58575,STANDING
1643,-14.155713,-41.507847,STANDING
1644,16.076347,-61.54886,STANDING
1645,-38.72763,-8.34595,SITTING
1646,-45.599403,-9.610724,SITTING
1647,-45.752388,-9.69911,SITTING
1648,-50.860413,-12.610947,SITTING
1649,-52.696045,-13.419482,SITTING
1650,-50.492737,-12.398478,SITTING
1651,-49.249813,-11.753109,SITTING
1652,-49.200333,-11.758443,SITTING
1653,-39.168407,-11.0512,SITTING
1654,-39.929855,-23.430777,SITTING
1655,-44.028896,-29.46758,SITTING
1656,-40.34042,-24.002169,SITTING
1657,-44.72962,-30.115837,SITTING
1658,-50.407932,-36.16622,SITTING
1659,-48.447166,-34.231167,SITTING
1660,-44.96996,-30.322334,SITTING
1661,-41.902313,-26.109278,SITTING
1662,-53.982048,-38.784126,SITTING
1663,-41.773994,-25.739347,SITTING
1664,-44.653088,-29.888535,SITTING
1665,-43.86037,-28.90352,SITTING
1666,-39.243206,-21.581635,SITTING
1667,-59.049904,36.656525,LAYING
1668,-63.113632,31.801552,LAYING
1669,-63.50184,30.176462,LAYING
1670,-66.516045,26.941856,LAYING
1671,-70.16897,13.088298,LAYING
1672,-68.84487,17.58241,LAYING
1673,-69.90305,10.2444,LAYING
1674,-70.35281,8.387982,LAYING
1675,-70.19476,8.952415,LAYING
1676,-70.10828,9.269164,LAYING
1677,-68.91375,17.029867,LAYING
1678,-69.92971,10.171367,LAYING
1679,-70.007095,9.732804,LAYING
1680,-61.023323,38.556736,LAYING
1681,-63.898323,32.94833,LAYING
1682,-77.31808,11.262487,LAYING
1683,-77.51029,9.044643,LAYING
1684,-77.57355,9.991865,LAYING
1685,-72.36645,16.081347,LAYING
1686,-72.18635,16.49616,LAYING
1687,-77.55727,10.063263,LAYING
1688,-77.54184,9.89022,LAYING
1689,-77.50344,9.443772,LAYING
1690,-77.5064,9.439907,LAYING
1691,-77.52071,9.746685,LAYING
1692,15.120862,0.26325196,WALKING
1693,-1.214332,8.717015,WALKING
1694,-2.1279817,7.8664885,WALKING
1695,-1.6347243,8.237268,WALKING
1696,-0.7765265,8.677283,WALKING
1697,-0.6804174,8.662463,WALKING
1698,2.3176897,1.4022201,WALKING
1699,-1.6477147,10.058469,WALKING
1700,-2.2966008,9.426351,WALKING
1701,-2.310989,9.271905,WALKING
1702,-2.189917,10.176008,WALKING
1703,-2.06465,9.239956,WALKING
1704,-1.6997774,8.633088,WALKING
1705,2.0408528,4.5129895,WALKING
1706,-2.4067752,9.549132,WALKING
1707,-1.8938781,10.41813,WALKING
1708,-1.1581292,8.852472,WALKING
1709,-2.6646516,10.039415,WALKING
1710,-2.4915996,11.782625,WALKING
1711,-2.4491112,11.267231,WALKING
1712,-2.5161622,10.27177,WALKING
1713,-1.9609084,10.649887,WALKING
1714,-1.9227109,7.915922,WALKING
1715,17.331703,6.5246267,WALKING
1716,19.764107,25.451195,WALKING_DOWNSTAIRS
1717,18.882853,24.73613,WALKING_DOWNSTAIRS
1718,3.6655746,25.830023,WALKING_DOWNSTAIRS
1719,-0.91285235,52.689552,WALKING_DOWNSTAIRS
1720,4.9006343,22.36955,WALKING_DOWNSTAIRS
1721,5.0111475,22.317009,WALKING_DOWNSTAIRS
1722,18.860683,24.73761,WALKING_DOWNSTAIRS
1723,-6.663124,36.6782,WALKING_DOWNSTAIRS
1724,-6.9186277,39.550404,WALKING_DOWNSTAIRS
1725,0.7639987,25.509087,WALKING_DOWNSTAIRS
1726,0.6967062,25.513557,WALKING_DOWNSTAIRS
1727,0.67561346,25.510723,WALKING_DOWNSTAIRS
1728,1.5756793,25.008493,WALKING_DOWNSTAIRS
1729,1.7493117,24.857847,WALKING_DOWNSTAIRS
1730,1.7712263,24.613348,WALKING_DOWNSTAIRS
1731,3.4613156,25.405037,WALKING_DOWNSTAIRS
1732,-6.2131543,37.426716,WALKING_DOWNSTAIRS
1733,-6.5052924,36.064106,WALKING_DOWNSTAIRS
1734,3.5125122,25.215446,WALKING_DOWNSTAIRS
1735,3.4657536,24.723557,WALKING_DOWNSTAIRS
1736,41.617924,34.69486,WALKING_UPSTAIRS
1737,38.983555,31.911451,WALKING_UPSTAIRS
1738,39.25599,31.196707,WALKING_UPSTAIRS
1739,39.109856,31.872894,WALKING_UPSTAIRS
1740,40.71155,27.946747,WALKING_UPSTAIRS
1741,40.768284,28.000248,WALKING_UPSTAIRS
1742,75.633865,3.8576348,WALKING_UPSTAIRS
1743,41.607845,34.760025,WALKING_UPSTAIRS
1744,39.292515,32.6494,WALKING_UPSTAIRS
1745,41.281673,28.205385,WALKING_UPSTAIRS
1746,39.393356,33.347534,WALKING_UPSTAIRS
1747,40.257664,26.974754,WALKING_UPSTAIRS
1748,40.733414,29.284075,WALKING_UPSTAIRS
1749,40.283382,30.616827,WALKING_UPSTAIRS
1750,41.491665,34.729446,WALKING_UPSTAIRS
1751,39.414528,33.70744,WALKING_UPSTAIRS
1752,42.01902,28.765879,WALKING_UPSTAIRS
1753,39.437366,33.84898,WALKING_UPSTAIRS
1754,41.659065,28.417019,WALKING_UPSTAIRS
1755,40.755272,29.660248,WALKING_UPSTAIRS
1756,41.974743,28.717997,WALKING_UPSTAIRS
1757,-29.565317,-22.685394,STANDING
1758,-28.751945,-18.952179,STANDING
1759,-17.882957,-44.18611,STANDING
1760,-7.413025,-67.57403,STANDING
1761,-17.716257,-43.408424,STANDING
1762,-9.128447,-60.790596,STANDING
1763,-8.034072,-69.39821,STANDING
1764,-8.2283745,-70.05356,STANDING
1765,-7.1269064,-66.25394,STANDING
1766,-7.2484775,-66.154015,STANDING
1767,-10.199753,-72.19258,STANDING
1768,-9.385259,-60.516636,STANDING
1769,-9.646999,-71.79215,STANDING
1770,-7.3780136,-66.62173,STANDING
1771,-9.043976,-60.75326,STANDING
1772,-7.4076123,-66.79364,STANDING
1773,66.37115,28.487885,STANDING
1774,-22.924034,-11.97197,STANDING
1775,-7.018595,-25.432892,STANDING
1776,2.1338506,-28.647013,STANDING
1777,-2.5168824,-28.397552,STANDING
1778,-4.8786826,-27.259083,STANDING
1779,4.563435,-29.979506,STANDING
1780,2.9470453,-29.928787,STANDING
1781,-2.5885048,-28.505947,STANDING
1782,-9.668997,-25.956734,STANDING
1783,-19.9186,-20.085226,STANDING
1784,-9.604048,-26.105947,STANDING
1785,-2.8081346,-28.593493,STANDING
1786,4.4931912,-30.176455,STANDING
1787,2.8730142,-30.157131,STANDING
1788,-1.720837,-29.166418,STANDING
1789,-37.064804,-8.588631,SITTING
1790,-43.602947,-16.380182,SITTING
1791,-44.867474,-20.488163,SITTING
1792,-55.979652,-32.19401,SITTING
1793,-56.176964,-32.347633,SITTING
1794,-43.42963,-16.184225,SITTING
1795,-42.71439,-11.838893,SITTING
1796,-43.555424,-16.525986,SITTING
1797,-43.413322,-16.158037,SITTING
1798,-44.661556,-19.443657,SITTING
1799,-56.106422,-32.257202,SITTING
1800,-28.887241,-12.218452,SITTING
1801,-29.771126,-17.766315,SITTING
1802,-29.693499,-18.37639,SITTING
1803,-24.675694,-43.250595,SITTING
1804,-24.74363,-42.941967,SITTING
1805,-24.803421,-41.82135,SITTING
1806,-24.796276,-42.69962,SITTING
1807,-24.812157,-41.98393,SITTING
1808,-26.896105,-68.918274,SITTING
1809,-27.483465,-68.59796,SITTING
1810,-28.419518,-63.09412,SITTING
1811,-29.39193,-63.190094,SITTING
1812,-28.193687,-41.464775,SITTING
1813,-47.137783,35.445892,LAYING
1814,-36.798077,29.698305,LAYING
1815,-37.20175,14.249432,LAYING
1816,-37.260437,14.247655,LAYING
1817,-37.181606,14.358072,LAYING
1818,-37.019028,29.633297,LAYING
1819,-31.88021,49.05032,LAYING
1820,-37.714382,27.877363,LAYING
1821,-31.913948,49.10484,LAYING
1822,-32.173363,52.326492,LAYING
1823,-30.192795,54.131096,LAYING
1824,-30.197708,53.779285,LAYING
1825,-29.793886,54.377586,LAYING
1826,-47.08623,35.738445,LAYING
1827,-39.65247,21.897251,LAYING
1828,-36.552555,47.227882,LAYING
1829,-37.72509,50.96515,LAYING
1830,-36.888077,48.364666,LAYING
1831,-37.857994,50.452267,LAYING
1832,-37.62471,49.558098,LAYING
1833,-37.432083,49.01604,LAYING
1834,-38.020897,50.945415,LAYING
1835,-37.86996,50.312557,LAYING
1836,-38.023216,51.008068,LAYING
1837,-37.798985,50.063564,LAYING
1838,-37.929165,50.6497,LAYING
1839,-37.82311,50.170574,LAYING
1840,-37.00553,48.133186,LAYING
1841,-37.99669,50.892307,LAYING
1842,22.849216,74.41663,WALKING
1843,21.506514,72.06879,WALKING
1844,21.41147,71.83238,WALKING
1845,21.23448,71.89215,WALKING
1846,20.699535,73.39083,WALKING
1847,21.312454,72.50714,WALKING
1848,21.687727,72.460594,WALKING
1849,21.951715,73.448814,WALKING
1850,22.02182,73.585304,WALKING
1851,21.759453,73.5482,WALKING
1852,21.610582,73.771904,WALKING
1853,62.828716,43.83965,WALKING
1854,23.065826,74.46045,WALKING
1855,21.57115,73.21162,WALKING
1856,21.165976,73.34094,WALKING
1857,21.591068,74.35563,WALKING
1858,22.967428,74.26322,WALKING
1859,22.20431,73.76157,WALKING
1860,21.103598,72.964,WALKING
1861,21.609018,72.840126,WALKING
1862,21.178362,73.09554,WALKING
1863,22.052975,72.74822,WALKING
1864,21.725834,72.95319,WALKING
1865,62.550644,43.722958,WALKING
1866,32.874916,48.406822,WALKING_DOWNSTAIRS
1867,30.806404,45.699383,WALKING_DOWNSTAIRS
1868,30.856611,45.919674,WALKING_DOWNSTAIRS
1869,30.374214,45.857002,WALKING_DOWNSTAIRS
1870,30.239767,45.805847,WALKING_DOWNSTAIRS
1871,29.092392,56.905106,WALKING_DOWNSTAIRS
1872,22.352753,72.01444,WALKING_DOWNSTAIRS
1873,35.431343,44.56807,WALKING_DOWNSTAIRS
1874,35.141003,44.29979,WALKING_DOWNSTAIRS
1875,35.09512,44.136566,WALKING_DOWNSTAIRS
1876,35.35867,44.409092,WALKING_DOWNSTAIRS
1877,33.55922,48.690983,WALKING_DOWNSTAIRS
1878,28.827225,57.492535,WALKING_DOWNSTAIRS
1879,33.17942,48.413067,WALKING_DOWNSTAIRS
1880,31.3757,59.608467,WALKING_DOWNSTAIRS
1881,29.255781,47.150272,WALKING_DOWNSTAIRS
1882,29.211685,47.452885,WALKING_DOWNSTAIRS
1883,28.683374,58.40234,WALKING_DOWNSTAIRS
1884,60.06023,39.512127,WALKING_UPSTAIRS
1885,20.381659,73.49178,WALKING_UPSTAIRS
1886,60.551422,44.58521,WALKING_UPSTAIRS
1887,59.008045,40.827362,WALKING_UPSTAIRS
1888,62.882137,46.653847,WALKING_UPSTAIRS
1889,63.491634,45.914894,WALKING_UPSTAIRS
1890,64.342514,42.59936,WALKING_UPSTAIRS
1891,64.65468,43.639137,WALKING_UPSTAIRS
1892,61.817535,47.6001,WALKING_UPSTAIRS
1893,62.773544,46.77774,WALKING_UPSTAIRS
1894,60.92698,46.917175,WALKING_UPSTAIRS
1895,60.04209,46.30242,WALKING_UPSTAIRS
1896,62.587425,46.510273,WALKING_UPSTAIRS
1897,60.24797,45.72796,WALKING_UPSTAIRS
1898,59.210667,39.50149,WALKING_UPSTAIRS
1899,59.544823,40.641247,WALKING_UPSTAIRS
1900,60.529636,45.878853,WALKING_UPSTAIRS
1901,60.294743,40.1057,WALKING_UPSTAIRS
1902,63.206924,45.865852,WALKING_UPSTAIRS
1903,59.531643,39.318123,WALKING_UPSTAIRS
1904,18.823774,-76.79536,STANDING
1905,9.107533,-71.10848,STANDING
1906,8.968637,-70.60659,STANDING
1907,-36.004337,-48.798107,STANDING
1908,9.089734,-71.06758,STANDING
1909,-31.01976,-37.215748,STANDING
1910,-31.501982,-13.250081,STANDING
1911,-29.040943,-29.71442,STANDING
1912,21.263304,-76.0729,STANDING
1913,-35.993877,-48.709244,STANDING
1914,-31.106474,-37.45598,STANDING
1915,-7.328375,-43.14099,STANDING
1916,10.100751,-68.8928,STANDING
1917,-7.046482,-45.91071,STANDING
1918,17.243542,-73.95755,STANDING
1919,10.389138,-69.44727,STANDING
1920,10.079928,-68.87231,STANDING
1921,10.019044,-68.76989,STANDING
1922,20.946257,-74.78812,STANDING
1923,21.026342,-74.824524,STANDING
1924,10.342703,-69.31259,STANDING
1925,-37.909462,-11.51062,SITTING
1926,-46.34409,-20.284203,SITTING
1927,-52.704956,-31.894161,SITTING
1928,-53.073105,-32.78488,SITTING
1929,-57.058113,-36.62873,SITTING
1930,-56.951817,-36.57983,SITTING
1931,-52.784065,-32.093643,SITTING
1932,-53.109432,-32.819447,SITTING
1933,-53.14461,-32.88286,SITTING
1934,-52.95825,-32.557793,SITTING
1935,-56.024452,-36.194263,SITTING
1936,-52.571716,-31.320658,SITTING
1937,-53.18788,-32.91924,SITTING
1938,-52.63727,-29.434366,SITTING
1939,-37.93341,-29.576773,SITTING
1940,-28.828545,-35.71385,SITTING
1941,-29.021008,-35.574734,SITTING
1942,-43.711735,-46.316227,SITTING
1943,-28.887339,-33.907394,SITTING
1944,-44.464714,-46.616352,SITTING
1945,-43.173386,-46.02773,SITTING
1946,-44.882812,-46.720486,SITTING
1947,-37.729416,-44.931347,SITTING
1948,-36.031162,-43.232136,SITTING
1949,-35.55854,-42.74522,SITTING
1950,-46.818665,-47.20857,SITTING
1951,-71.276344,32.236027,LAYING
1952,-67.480125,35.070488,LAYING
1953,-66.78525,35.479107,LAYING
1954,-76.43355,32.36267,LAYING
1955,-81.24261,30.874102,LAYING
1956,-80.641014,31.043966,LAYING
1957,-77.51468,32.012585,LAYING
1958,-80.931076,30.912985,LAYING
1959,-82.46299,30.690926,LAYING
1960,-81.30354,30.85959,LAYING
1961,-82.34188,30.704868,LAYING
1962,-80.58081,31.09315,LAYING
1963,-80.3637,31.18008,LAYING
1964,-77.35843,32.07208,LAYING
1965,-66.61509,35.75419,LAYING
1966,-67.01714,35.365486,LAYING
1967,-73.31432,33.021072,LAYING
1968,-81.87122,30.954662,LAYING
1969,-81.17097,31.13474,LAYING
1970,-81.95709,30.928118,LAYING
1971,-83.2984,30.767221,LAYING
1972,-82.09663,30.918018,LAYING
1973,-82.30331,30.885622,LAYING
1974,-79.86093,31.461647,LAYING
1975,-82.519844,30.841873,LAYING
1976,-78.24779,31.904402,LAYING
1977,-79.85028,31.465643,LAYING
1978,-83.46865,30.780441,LAYING
1979,-80.82446,31.260101,LAYING
1980,-83.16741,30.615025,LAYING
1981,35.410522,-22.44943,WALKING
1982,33.41294,-19.764753,WALKING
1983,34.206886,-18.376139,WALKING
1984,32.849922,-18.900846,WALKING
1985,33.203587,-20.47529,WALKING
1986,33.345722,-20.697214,WALKING
1987,34.17811,-21.144926,WALKING
1988,35.167965,-21.756872,WALKING
1989,35.94403,-22.10407,WALKING
1990,37.298004,-23.288773,WALKING
1991,38.40939,-24.817188,WALKING
1992,36.378273,-22.951109,WALKING
1993,36.909927,-23.181217,WALKING
1994,37.300365,-23.366058,WALKING
1995,37.031677,-23.103413,WALKING
1996,37.3881,-23.331932,WALKING
1997,36.20226,-22.890116,WALKING
1998,37.815792,-23.524895,WALKING
1999,37.751225,-21.385923,WALKING
2000,34.86079,-18.73477,WALKING
2001,34.955547,-18.707602,WALKING
2002,34.911663,-18.237432,WALKING
2003,35.06018,-18.462711,WALKING
2004,34.063618,-20.834589,WALKING
2005,35.039948,-22.207148,WALKING
2006,33.243206,-18.651623,WALKING
2007,35.690933,-22.699791,WALKING
2008,35.596283,-22.649399,WALKING
2009,35.942513,-22.745787,WALKING
2010,16.389458,24.234816,WALKING_DOWNSTAIRS
2011,11.150397,50.76638,WALKING_DOWNSTAIRS
2012,10.364084,43.541264,WALKING_DOWNSTAIRS
2013,15.795643,42.363102,WALKING_DOWNSTAIRS
2014,11.734277,52.40709,WALKING_DOWNSTAIRS
2015,10.12943,51.657406,WALKING_DOWNSTAIRS
2016,9.696362,66.463326,WALKING_DOWNSTAIRS
2017,9.654647,52.218525,WALKING_DOWNSTAIRS
2018,9.33527,66.693375,WALKING_DOWNSTAIRS
2019,7.3183846,51.440693,WALKING_DOWNSTAIRS
2020,7.3017297,51.065247,WALKING_DOWNSTAIRS
2021,8.291648,52.51271,WALKING_DOWNSTAIRS
2022,10.681754,66.99934,WALKING_DOWNSTAIRS
2023,10.767069,66.90626,WALKING_DOWNSTAIRS
2024,10.633888,49.92468,WALKING_DOWNSTAIRS
2025,10.379004,66.68801,WALKING_DOWNSTAIRS
2026,15.874984,42.420788,WALKING_DOWNSTAIRS
2027,11.505836,52.142036,WALKING_DOWNSTAIRS
2028,8.8750925,44.37787,WALKING_DOWNSTAIRS
2029,9.226804,51.994984,WALKING_DOWNSTAIRS
2030,9.818609,66.733536,WALKING_DOWNSTAIRS
2031,9.719314,66.844124,WALKING_DOWNSTAIRS
2032,72.90106,-15.623936,WALKING_UPSTAIRS
2033,72.15589,-13.732579,WALKING_UPSTAIRS
2034,72.69449,-13.26703,WALKING_UPSTAIRS
2035,73.15821,-14.475605,WALKING_UPSTAIRS
2036,74.139275,-14.313551,WALKING_UPSTAIRS
2037,72.676155,-14.993312,WALKING_UPSTAIRS
2038,73.24374,-15.232059,WALKING_UPSTAIRS
2039,73.23546,-15.31444,WALKING_UPSTAIRS
2040,72.17351,-15.826091,WALKING_UPSTAIRS
2041,72.625374,-15.314983,WALKING_UPSTAIRS
2042,73.46767,-13.266232,WALKING_UPSTAIRS
2043,71.67908,-13.39665,WALKING_UPSTAIRS
2044,73.01237,-13.303812,WALKING_UPSTAIRS
2045,68.94545,-13.3700285,WALKING_UPSTAIRS
2046,70.73684,-13.470675,WALKING_UPSTAIRS
2047,75.316124,-13.100021,WALKING_UPSTAIRS
2048,74.25167,-13.2738,WALKING_UPSTAIRS
2049,45.676826,25.377825,WALKING_UPSTAIRS
2050,71.7795,-14.456051,WALKING_UPSTAIRS
2051,71.40202,-13.992015,WALKING_UPSTAIRS
2052,74.6067,-13.716596,WALKING_UPSTAIRS
2053,74.16658,-13.82312,WALKING_UPSTAIRS
2054,71.11542,-14.325258,WALKING_UPSTAIRS
2055,71.21979,-14.309223,WALKING_UPSTAIRS
2056,74.24872,-13.99039,WALKING_UPSTAIRS
2057,73.30696,-13.590291,WALKING_UPSTAIRS
2058,-8.029134,-44.126373,STANDING
2059,-8.169162,-44.182617,STANDING
2060,12.169889,-65.94453,STANDING
2061,23.185507,-68.35331,STANDING
2062,17.217522,-68.292885,STANDING
2063,24.020557,-68.4619,STANDING
2064,16.967768,-68.426414,STANDING
2065,13.722567,-67.1926,STANDING
2066,17.549564,-68.5535,STANDING
2067,17.86068,-68.627205,STANDING
2068,16.94299,-68.49813,STANDING
2069,17.61628,-68.69336,STANDING
2070,23.465036,-68.63782,STANDING
2071,7.2784667,-60.96269,STANDING
2072,-25.366787,-19.856825,STANDING
2073,-20.644722,-31.088112,STANDING
2074,5.2019567,-56.724106,STANDING
2075,22.652454,-67.809875,STANDING
2076,13.922912,-66.42099,STANDING
2077,22.958897,-67.81976,STANDING
2078,14.452533,-66.482796,STANDING
2079,13.829009,-66.449036,STANDING
2080,17.039684,-67.55057,STANDING
2081,13.821512,-66.18171,STANDING
2082,25.502907,-66.478935,STANDING
2083,5.1332245,-56.755997,STANDING
2084,-37.406464,-12.656046,SITTING
2085,-47.22976,-20.360565,SITTING
2086,-55.893364,-28.377897,SITTING
2087,-58.22873,-29.792765,SITTING
2088,-58.18779,-29.761599,SITTING
2089,-55.170345,-27.872059,SITTING
2090,-54.471344,-27.361393,SITTING
2091,-58.106285,-29.715977,SITTING
2092,-57.395905,-29.242771,SITTING
2093,-53.87781,-26.91713,SITTING
2094,-58.337597,-29.909372,SITTING
2095,-56.41418,-28.666021,SITTING
2096,-54.6737,-27.529871,SITTING
2097,-55.17871,-27.878315,SITTING
2098,-55.868908,-28.323288,SITTING
2099,-25.251877,-36.258133,SITTING
2100,-25.759405,-39.5464,SITTING
2101,-25.655699,-34.86735,SITTING
2102,-30.616413,-51.309998,SITTING
2103,11.07622,-76.53976,SITTING
2104,-26.826672,-39.801224,SITTING
2105,-25.72657,-35.6099,SITTING
2106,-25.738708,-35.11736,SITTING
2107,-25.925879,-34.96153,SITTING
2108,-26.92034,-25.236542,SITTING
2109,-26.932802,-25.00281,SITTING
2110,-26.549362,-39.052723,SITTING
2111,-79.13097,33.979225,LAYING
2112,-78.85818,33.55326,LAYING
2113,-76.95804,33.080307,LAYING
2114,-81.804825,32.37378,LAYING
2115,-83.58407,31.391142,LAYING
2116,-82.13229,32.226265,LAYING
2117,-79.10594,32.96872,LAYING
2118,-78.660515,33.0461,LAYING
2119,-81.906944,32.345142,LAYING
2120,-78.93286,32.984127,LAYING
2121,-74.5917,33.165028,LAYING
2122,-74.53128,33.16587,LAYING
2123,-83.60273,31.378717,LAYING
2124,-82.34862,32.28344,LAYING
2125,-74.124306,33.24289,LAYING
2126,-68.53493,35.055084,LAYING
2127,-72.64931,33.41972,LAYING
2128,-73.47955,33.248676,LAYING
2129,-77.12421,32.98668,LAYING
2130,-80.64195,32.52816,LAYING
2131,-77.41744,32.9591,LAYING
2132,-78.44257,32.865692,LAYING
2133,-80.88376,32.496162,LAYING
2134,-75.03321,33.058468,LAYING
2135,-78.08957,32.9215,LAYING
2136,-80.72999,32.542404,LAYING
2137,-77.8625,32.9428,LAYING
2138,32.165924,-17.704266,WALKING
2139,32.20963,-17.644619,WALKING
2140,31.806072,-17.366364,WALKING
2141,30.877693,-17.556852,WALKING
2142,31.394497,-18.270678,WALKING
2143,31.88344,-18.292433,WALKING
2144,31.045874,-20.05526,WALKING
2145,30.73632,-20.101673,WALKING
2146,31.669836,-19.821411,WALKING
2147,32.107773,-20.725082,WALKING
2148,31.81631,-20.787155,WALKING
2149,30.90107,-19.68788,WALKING
2150,31.671125,-18.944397,WALKING
2151,31.408962,-20.274647,WALKING
2152,31.51052,-19.543848,WALKING
2153,33.793427,-19.622608,WALKING
2154,31.976599,-18.137697,WALKING
2155,30.68952,-18.338928,WALKING
2156,30.504128,-19.65832,WALKING
2157,30.946083,-19.664795,WALKING
2158,31.3495,-19.529503,WALKING
2159,31.989134,-17.924452,WALKING
2160,30.796976,-17.879292,WALKING
2161,30.307955,-18.934437,WALKING
2162,30.928442,-19.44802,WALKING
2163,16.111673,-11.682328,WALKING
2164,16.118305,-11.682152,WALKING
2165,31.436079,-20.37736,WALKING
2166,31.78695,-20.849348,WALKING
2167,31.801548,-18.83765,WALKING
2168,15.331342,43.6894,WALKING_DOWNSTAIRS
2169,15.509052,43.269985,WALKING_DOWNSTAIRS
2170,15.182137,45.55852,WALKING_DOWNSTAIRS
2171,15.596591,23.564098,WALKING_DOWNSTAIRS
2172,9.8822155,49.172268,WALKING_DOWNSTAIRS
2173,9.917964,43.83183,WALKING_DOWNSTAIRS
2174,9.5960245,60.80061,WALKING_DOWNSTAIRS
2175,9.55783,60.549976,WALKING_DOWNSTAIRS
2176,8.375772,65.05874,WALKING_DOWNSTAIRS
2177,8.407717,58.26582,WALKING_DOWNSTAIRS
2178,10.320524,43.91366,WALKING_DOWNSTAIRS
2179,11.829709,51.287434,WALKING_DOWNSTAIRS
2180,8.863936,43.83702,WALKING_DOWNSTAIRS
2181,8.015319,58.78636,WALKING_DOWNSTAIRS
2182,8.103734,58.381073,WALKING_DOWNSTAIRS
2183,9.301618,45.629242,WALKING_DOWNSTAIRS
2184,15.825097,43.119286,WALKING_DOWNSTAIRS
2185,15.853378,42.200085,WALKING_DOWNSTAIRS
2186,15.16334,45.85088,WALKING_DOWNSTAIRS
2187,14.9639015,48.29236,WALKING_DOWNSTAIRS
2188,24.214735,22.80087,WALKING_DOWNSTAIRS
2189,15.98186,23.819422,WALKING_DOWNSTAIRS
2190,10.681615,53.07206,WALKING_DOWNSTAIRS
2191,11.35007,51.169426,WALKING_DOWNSTAIRS
2192,71.82796,-15.9724245,WALKING_UPSTAIRS
2193,71.462845,-14.603042,WALKING_UPSTAIRS
2194,74.58478,-12.979559,WALKING_UPSTAIRS
